Advertisement,Advertisement No,Advertisement Date,Location,Price,Gross Area,Net Area,Age,Room,Floor,Heating,Furnished,House URL
FEVZİ ÇAKMAK MAHALLESİ METRO DURAĞI E5 YAKINI SATILIK 2+1 DAİRE,Portföy No: P46715087,02-13-2025,İstanbul Anadolu / Pendik/ Fevzi Çakmak Mah.,2.100.000 ₺,90,78,26-30,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P46715087
PENDİK ÇAMÇEŞME MH. SIFIR BİNA 3+1 SATILIK DAİRE,Portföy No: P00331467,02-13-2025,İstanbul Anadolu / Pendik/ Çamçeşme Mah.,5.600.000 ₺,110,90,1,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P00331467
DENİZE YÜRÜME MESAFE LÜKS DENİZ MANZARALİ STUDİO DAİRE,Portföy No: P25402267,02-13-2025,İstanbul Anadolu / Kartal/ Yunus Mah.,6.500.000 ₺,65,55,5,1+1,4,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P25402267
TUZLA MİMARSİNAN MAH KİPTAŞ MEYDAN EVLERİ 2+1 ARAKAT DAİRE,Portföy No: P54278604,02-13-2025,İstanbul Anadolu / Tuzla/ Mimar Sinan Mah.,3.600.000 ₺,94,70,3,2+1,6,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P54278604
KURTKÖY VİİLA BÖLGESİNE KOMŞU 2+1 SIFIR DAİRE,Portföy No: P36524686,02-13-2025,İstanbul Anadolu / Sultanbeyli/ Necip Fazıl Mah.,3.550.000 ₺,95,77,5,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P36524686
MALTEPE SATILIK 1+1 DAIRE,Portföy No: P16536806,02-13-2025,İstanbul Anadolu / Maltepe/ Altayçeşme Mah.,**** ₺,65,54,6,1+1,2. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16536806
TUZLA'DA YÜZME HAVUZLU SİTE İÇİ 2+1 SATILIK LÜKS DAİRE,Portföy No: P13056457,02-13-2025,İstanbul Anadolu / Tuzla/ İstasyon Mah.,4.650.000 ₺,80,70,5,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13056457
CADDEBOSTAN SAHİLDE DENİZ MANZARALI KATTA TEK 150M2 NET4+1,Portföy No: P71235670,02-13-2025,İstanbul Anadolu / Kadıköy/ Caddebostan Mah.,43.950.000 ₺,200,150,9,4+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71235670
KOZYATAĞI STFA DA ÖNÜ AÇIK KRITON CURI MANZARALI GÜNEY CEPHE 4+1,Portföy No: P86830772,02-13-2025,İstanbul Anadolu / Kadıköy/ 19 Mayıs Mah.,16.000.000 ₺,160,130,30+,4+1,3,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P86830772
BAĞDAT CADDE FOUR WINDS RESIDENCE PEYZAJ MANZARALI EŞYALI 1+1,Portföy No: P01533723,02-13-2025,İstanbul Anadolu / Kadıköy/ Göztepe Mah.,16.000.000 ₺,102,66,10-15,1+1,5,Yerden Isıtma,Evet,https://www.remax.com.tr/portfoy/P01533723
KADIKÖYDE TAŞINMAYA HAZIR 2+1 CADDE ÜZERİ YENİ DAİRE,Portföy No: P43750641,02-13-2025,İstanbul Anadolu / Kadıköy/ Sahrayıcedit Mah.,8.500.000 ₺,80,60,2,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43750641
"MALTEPE CEVIZLIDE METROYA ÇOK YAKIN,OTURUMA HAZIR 3+1 BALKONLU SATILIK DAIRE",Portföy No: P80461286,02-13-2025,İstanbul Anadolu / Maltepe/ Cevizli Mah.,6.500.000 ₺,100,80,10-15,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P80461286
TUZLA MELTEM SITESI SATILIK 2+1 DAIRE REMAX SELIM PALA,Portföy No: P81546817,02-13-2025,İstanbul Anadolu / Tuzla/ İstasyon Mah.,5.650.000 ₺,120,90,5,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P81546817
KADIKÖY MESA KOZ DA SATILIK 2+1 FIRSAT DAİRE REZİDANS,Portföy No: P12587583,02-13-2025,İstanbul Anadolu / Kadıköy/ Sahrayıcedit Mah.,16.000.000 ₺,114,68,4,2+1,11,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P12587583
N/A,N/A,02-13-2025,İstanbul Anadolu / Kadıköy / Caferağa Mah. /,N/A,1+0,N/A,N/A,1+0,Tüm Katlar,N/A,N/A,https://www.remax.com.tr/portfoy/P05152863
REMAX IDEA'DAN MOONPARK SİTESİNDE EŞYALI 2+1 TAŞINMAYA HAZIR,Portföy No: P88332101,02-13-2025,İstanbul Anadolu / Çekmeköy/ Taşdelen Mah.,8.000.000 ₺,90,70,6,2+1,9,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P88332101
FINDIKLI MH.'DE YENİ BİNADA BALKONLU SATILIK 2+1 DAİRE,Portföy No: P44870523,02-13-2025,İstanbul Anadolu / Maltepe/ Fındıklı Mah.,3.650.000 ₺,70,60,5,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P44870523
REMAX ABC AĞAOĞLU ÇEKMEKÖY PARK SİTESİ SATILIK 3+1,Portföy No: P88852081,02-13-2025,İstanbul Anadolu / Çekmeköy/ Mehmet Akif Mah.,17.400.000 ₺,183,124,1,3+1,10,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P88852081
"FENERYOLUNDA BAĞDATA YAKIN 140 M2 , 3+1 , 11.KAT LÜX DAİRE.",Portföy No: P24266086,02-13-2025,İstanbul Anadolu / Kadıköy/ Feneryolu Mah.,21.000.000 ₺,140,105,6,3+1,11,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P24266086
DUMANKAYA DİZAYN SATILIK 1+1 LOFT EŞYALI DAİRE,Portföy No: P87060252,02-13-2025,İstanbul Anadolu / Pendik/ Ahmet Yesevi Mah.,**** ₺,125,95,10-15,1+1,10,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P87060252
"KURTKÖY BLUE PLANET SATILIK 1,5+1 DAİRE -HAVUZ CEPHELİ",Portföy No: P85583551,02-13-2025,İstanbul Anadolu / Pendik/ Yenişehir Mah.,4.500.000 ₺,77,55,30+,1+1,1,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P85583551
Dumankaya Gizli Bahçe Evleri  Eşyalı Satılık 1+1 Daire,Portföy No: P85106525,02-13-2025,İstanbul Anadolu / Tuzla/ Aydınlı Mah.,4.200.000 ₺,75,64,10-15,1+1,4,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P85106525
Kadıköy Fikirtepe Teknik Yapı Concord Satılık 1+1 Daire,Portföy No: P27237221,02-13-2025,İstanbul Anadolu / Kadıköy/ Dumlupınar Mah.,5.500.000 ₺,58,44,8,1+1,1,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P27237221
"KADIKÖY, SUADİYE,  ŞEMSETTIN GÜNALTAY CAD  3+1 GENİŞ SATILIK DAİRE",Portföy No: P77312635,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,6.600.000 ₺,124,95,30+,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P77312635
ÜMRANIYE CEMIL MERIÇ MAHALLESI'NDE SATILIK 2+1 KULLANIŞLI DAIRE,Portföy No: P48547536,02-13-2025,İstanbul Anadolu / Ümraniye/ Cemil Meriç Mah.,4.150.000 ₺,85,70,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P48547536
LA MARİN KARTAL ULTRA LÜKS SATILIK DAİRE,Portföy No: P26526875,02-13-2025,İstanbul Anadolu / Kartal/ Kordonboyu Mah.,32.500.000 ₺,270,180,5,4+1,22,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P26526875
"SIFIR (HIÇ KULLANILMAMIŞ),BOŞ, SALON VE ODA FULL DENIZ MANZARALI 1+1",Portföy No: P40880125,02-13-2025,İstanbul Anadolu / Kartal/ Gümüşpınar Mah.,4.190.000 ₺,75,50,3,1+1,15,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P40880125
KARTAL  ÇAVUŞOĞLUNDA  FERAH  DAİRE,Portföy No: P68555007,02-13-2025,İstanbul Anadolu / Kartal/ Çavuşoğlu Mah.,6.200.000 ₺,120,90,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P68555007
"ATAŞEHİR ESATPAŞA’DA, MERKEZİ LOKASYONDA 160 M2 3+2 ÇATI DUBLEKSİ",Portföy No: P65373080,02-13-2025,İstanbul Anadolu / Ataşehir/ Esatpaşa Mah.,5.950.000 ₺,160,140,10-15,3+2,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P65373080
BATI MAHALLESİ'NDE DENİZ MANZARALI TERASLI SATILIK DUBLEKS DAİRE,Portföy No: P05702230,02-13-2025,İstanbul Anadolu / Pendik/ Batı Mah.,19.900.000 ₺,150,110,2,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P05702230
İÇMELER MAHALLESİ YENİ BİNADA 2+1 SATILIK DAİRE E5 E YAKIN,Portföy No: P63600625,02-13-2025,İstanbul Anadolu / Tuzla/ İçmeler Mah.,3.850.000 ₺,75,65,4,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63600625
REMAX ANI 'DAN ÜSKÜDAR GÜZELTEPE 'DE LIM SUIT 'TE 3+1 SIFIR SATILIK DAIRE,Portföy No: P21103514,02-13-2025,İstanbul Anadolu / Üsküdar/ Güzeltepe Mah.,10.000.000 ₺,127,105,2,3+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P21103514
İÇERENKÖY BUKET SOK SATILIK 3+1 DAİRE,Portföy No: P50847152,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,5.000.000 ₺,120,110,30+,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50847152
MALTEPE İDEALTEPE DE SATILIK 3+1 SIFIR DAİRE,Portföy No: P77444200,02-13-2025,İstanbul Anadolu / Maltepe/ İdealtepe Mah.,10.800.000 ₺,110,95,1,3+1,3,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P77444200
SANCAKTEPE SARIGAZİ MAH 4+2 DUBLEKS DAİRE,Portföy No: P73746688,02-13-2025,İstanbul Anadolu / Sancaktepe/ Sarıgazi Mah.,5.600.000 ₺,220,180,16-20,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P73746688
"ŞERİFALİ GÜN RESİDENCE SATILIK 3+1,",Portföy No: P61376287,02-13-2025,İstanbul Anadolu / Ümraniye/ Tatlısu Mah.,9.800.000 ₺,155,135,10-15,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P61376287
REMAX HERMES SANCAKTEPE ABDURRAHMANGAZI MAH. 3+1 ÇATI DUBLEKS,Portföy No: P85753833,02-13-2025,İstanbul Anadolu / Sancaktepe/ Abdurrahmangazi Mah.,5.100.000 ₺,140,110,8,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P85753833
PENDİK BATI MAH. 92 M2 NET 2+1 SATILIK DAİRE,Portföy No: P11671013,02-13-2025,İstanbul Anadolu / Pendik/ Batı Mah.,**** ₺,110,92,9,2+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P11671013
SUADIYE ÇOLAK İSMAIL SOK KAÇIRILMAZ 2+1 SATILIK DAIRE,Portföy No: P84300005,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,14.500.000 ₺,95,75,5,2+1,6,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84300005
SANCAKTEPE SAFA MAH. SATILIK 2+1 ARAKAT DAIRE,Portföy No: P50603512,02-13-2025,İstanbul Anadolu / Sancaktepe/ Safa Mah.,3.375.000 ₺,102,92,16-20,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50603512
ERENKÖY'DE 4 YILLIK GÜVENLİKLİ PRESTİJLİ BİNADA,Portföy No: P47813466,02-13-2025,İstanbul Anadolu / Kadıköy/ Erenköy Mah.,21.000.000 ₺,145,110,4,3+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P47813466
İDEALTEPE BÜYÜK TURYOLU SOKAKTA DENİZ GÖREN SATILIK 2+2 DUBLEKS,Portföy No: P33224105,02-13-2025,İstanbul Anadolu / Maltepe/ İdealtepe Mah.,8.450.000 ₺,100,81,0,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33224105
PENDİK SİLTAŞ MARİNA BOŞ DENİZ MANZARALI 3+1 SATILIK DAİRE,Portföy No: P07354577,02-13-2025,İstanbul Anadolu / Pendik/ Kaynarca Mah.,9.500.000 ₺,125,85,5,3+1,6,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P07354577
PENDİK FEVZİ ÇAKMAK E-5 ÜZERİ BALKONLU KAPALI MUTFAK 2+1 90 M2,Portföy No: P61773088,02-13-2025,İstanbul Anadolu / Pendik/ Fevzi Çakmak Mah.,2.190.000 ₺,90,80,16-20,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P61773088
ÇEKMEKÖY MERKEZ MAHALLESI'NDE 2+ 1 SATILIK DAIRE,Portföy No: P83872811,02-13-2025,İstanbul Anadolu / Çekmeköy/ Merkez Mah.,4.500.000 ₺,90,75,10-15,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83872811
"BEYKOZ, KAVACIK MERKEZDE 3+1 SATILIK DAIRE",Portföy No: P18227076,02-13-2025,İstanbul Anadolu / Beykoz/ Kavacık Mah.,5.900.000 ₺,130,120,10-15,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P18227076
Ümraniye Huzur Mah. Satılık 2+1 Arakat Açık Otoparklı Daire Araç Takasına Uygun,Portföy No: P47063332,02-13-2025,İstanbul Anadolu / Ümraniye/ Huzur Mah.,4.700.000 ₺,90,75,6,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P47063332
Aydınlar Mah. Satılık 2+1 Arakat Açık Otoparklı Daire,Portföy No: P52034474,02-13-2025,İstanbul Anadolu / Çekmeköy/ Aydınlar Mah.,4.500.000 ₺,90,80,7,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P52034474
PENDİK FATİH MAH SATILIK 2+1 FERAH DAİRE,Portföy No: P46716714,02-13-2025,İstanbul Anadolu / Pendik/ Fatih Mah.,4.150.000 ₺,110,90,6,2+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P46716714
SAHİL PARSELİ 3+2 TERASLI DAİRE,Portföy No: P48703670,02-13-2025,İstanbul Anadolu / Maltepe/ Küçükyalı Mah.,10.100.000 ₺,190,165,26-30,3+2,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P48703670
"ATAŞEHİR UPHILL COURT A ADA, BRÜT 150 M2 SATILIK 3+1 DAİRE",Portföy No: P23738335,02-13-2025,İstanbul Anadolu / Ataşehir/ Barbaros Mah.,19.250.000 ₺,150,120,16-20,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P23738335
DAP TERAS KULE SATILIK DENİZ MANZ. STÜDYO DAİRE,Portföy No: P03307523,02-13-2025,İstanbul Anadolu / Kartal/ Topselvi Mah.,3.750.000 ₺,50,40,5,1+0,21,Merkezi (Pay Ölçer),Evet,https://www.remax.com.tr/portfoy/P03307523
İçerenköy'de En Merkezi Konumda 2+1 Satılık Daire,Portföy No: P71450508,02-13-2025,İstanbul Anadolu / Ataşehir/ İçerenköy Mah.,3.300.000 ₺,90,80,26-30,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P71450508
"Bağdat Caddesi'ne Komşu, Manzaralı 135 m² Ferah Daire!",Portföy No: P48130574,02-13-2025,İstanbul Anadolu / Kadıköy/ Caddebostan Mah.,29.500.000 ₺,135,105,1,3+1,8,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P48130574
KARTAL HÜRRİYET MH. METROYA YÜRÜME MESAFESİNDE İSKANLI SATILIK 3+1 DAİRE,Portföy No: P83603248,02-13-2025,İstanbul Anadolu / Kartal/ Hürriyet Mah.,5.750.000 ₺,120,90,10-15,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P83603248
TEPEGÖZ SOKAKTA MUHTEŞEM YATIRIM FIRSATI,Portföy No: P74075620,02-13-2025,İstanbul Anadolu / Kadıköy/ Göztepe Mah.,12.750.000 ₺,160,125,30+,3+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P74075620
TEPEGÖZ SOKAKTA MUHTEŞEM YATIRIM FIRSATI,Portföy No: P24500738,02-13-2025,İstanbul Anadolu / Kadıköy/ Göztepe Mah.,12.750.000 ₺,160,125,30+,3+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P24500738
Üsküdar Zeynep Kamil 'De 2+1 Sıfır Satılık Daire,Portföy No: P86084317,02-13-2025,İstanbul Anadolu / Üsküdar/ Zeynep Kamil Mah.,8.350.000 ₺,83,75,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P86084317
GÜVENLİKLİ YENİ SİTEDE ARAKAT SIFIR 2+1 DAİRE - AHENK ALTUNİZADE,Portföy No: P75226043,02-13-2025,İstanbul Anadolu / Üsküdar/ Barbaros Mah.,**** ₺,90,70,0,2+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P75226043
ATAŞEHIR KÜÇÜKBAKKALKÖY 2+1 BOŞ SATILIK DAIRE,Portföy No: P80768666,02-13-2025,İstanbul Anadolu / Ataşehir/ Küçükbakkalköy Mah.,3.350.000 ₺,85,68,30+,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P80768666
Üsküdar Büyük Çamlıca Ferah Mahallesi Sıfır Binada Satılık 3+1,Portföy No: P63205412,02-13-2025,İstanbul Anadolu / Üsküdar/ Ferah Mah.,9.000.000 ₺,120,95,1,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P63205412
FERAH MAH.BÜYÜK ÇAMLICA CAMİİ YANI SATILIK GENİŞ 2+1 DAİRE,Portföy No: P07021170,02-13-2025,İstanbul Anadolu / Üsküdar/ Ferah Mah.,6.500.000 ₺,110,75,4,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P07021170
PENDİK YEŞİLBAGLARDA MERKEZİ KONUMDA SATILIK 2+1 DAİRE,Portföy No: P40101405,02-13-2025,İstanbul Anadolu / Pendik/ Yeşilbağlar Mah.,5.950.000 ₺,90,80,1,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P40101405
Remax Anı 'Dan Üsküdar Güzeltepe 'De Lim Suit 'te 3+1 Sıfır Satılık Daire,Portföy No: P40700002,02-13-2025,İstanbul Anadolu / Üsküdar/ Güzeltepe Mah.,10.900.000 ₺,127,105,2,3+1,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P40700002
SANCAKTEPE SATILIK 2+1 DAİRE ABDURRAHMANGAZİ MAH ARA KAT,Portföy No: P12678174,02-13-2025,İstanbul Anadolu / Sancaktepe/ Abdurrahmangazi Mah.,3.400.000 ₺,87,76,8,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P12678174
KARTAL YUKARI MAH. MARMARAYA YAKIN 4+1 SATILIK DUBLEKS DAİRE,Portföy No: P46717144,02-13-2025,İstanbul Anadolu / Kartal/ Karlıktepe Mah.,7.900.000 ₺,170,130,21-25,4+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P46717144
SANCAKTEPE BUTIK GARDEN'DA ÖZEL MOBILYALI SATILIK 3+1 DAIRE,Portföy No: P45537112,02-13-2025,İstanbul Anadolu / Sancaktepe/ Osmangazi Mah.,5.850.000 ₺,120,90,3,3+1,4,Yerden Isıtma,Evet,https://www.remax.com.tr/portfoy/P45537112
PENDİK METRO VE MARMARAYA YÜRÜME MESAFESİNDE SATILIK 3+1 DAİRE,Portföy No: P72305381,02-13-2025,İstanbul Anadolu / Pendik/ Yeni Mah.,7.000.000 ₺,144,120,9,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72305381
YALI PARSELİNDE BUTİK SİTEDE PRESTİJLİ YAŞAM İÇİN,Portföy No: 4760j8821390177,02-13-2025,İstanbul Anadolu / Kadıköy/ Caddebostan Mah.,32.000.000 ₺,240,135,4,3+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/4760j8821390177
FENERYOLU'NDA YATIRIMLIK,Portföy No: P00787654,02-13-2025,İstanbul Anadolu / Kadıköy/ Feneryolu Mah.,7.950.000 ₺,120,90,30+,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P00787654
"""Üsküdar'ın Kalbinde, Selimiye Kışlası ve Camisi'ne Komşu Eşsiz Daire! 🏡✨""",Portföy No: P56455813,02-13-2025,İstanbul Anadolu / Üsküdar/ Selimiye Mah.,15.000.000 ₺,120,95,10-15,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56455813
AND Pastel Az Katlı Blokta Özel Tasarım Teraslı Satılık 3+1 Daire,Portföy No: P17266234,02-13-2025,İstanbul Anadolu / Kartal/ Esentepe Mah.,11.900.000 ₺,145,100,5,3+1,7,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P17266234
AND PASTEL-İLKNUR YÜCEL'DEN TAM PEYZAJ MANZ.YÜKSEK KIRA GETIRILI SATILIK 3+1,Portföy No: P11520166,02-13-2025,İstanbul Anadolu / Kartal/ Esentepe Mah.,12.650.000 ₺,160,95,6,3+1,4,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P11520166
ANDPASTELDE BÜYÜK TIP PEYZAJA HAKIM KONUMDA SATILIK 3+1 DAIRE,Portföy No: P56053553,02-13-2025,İstanbul Anadolu / Kartal/ Esentepe Mah.,12.750.000 ₺,175,115,6,3+1,8,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P56053553
"ANDPASTEL İLKNUR YÜCELDEN OTURUMA HAZIR BALKONLU,SATILIK2+1DAIRE",Portföy No: P32348487,02-13-2025,İstanbul Anadolu / Kartal/ Esentepe Mah.,9.500.000 ₺,110,75,6,2+1,13,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P32348487
AND PASTELDE GENIŞ BAHÇE KULLANIMLI SATILIK 2+1 DAIRE,Portföy No: P18823877,02-13-2025,İstanbul Anadolu / Kartal/ Esentepe Mah.,7.950.000 ₺,100,80,6,2+1,1,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P18823877
SUADİYE'DE BAĞDAT'A SAHİLE YÜRÜME MESAFESİN'DE 150 M2 3+1 SATILIK,Portföy No: P03872171,02-13-2025,İstanbul Anadolu / Kadıköy/ Suadiye Mah.,18.000.000 ₺,150,120,30+,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P03872171
KADIKÖY OSMANAĞA CADDE ÜSTÜNDE DOĞALGAZKOMBİLİ SATILIK 2+1 DAİRE,Portföy No: P16402758,02-13-2025,İstanbul Anadolu / Kadıköy/ Osmanağa Mah.,4.250.000 ₺,70,60,30+,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16402758
Remax Anı 'Dan Lim Suit 'De Lüks 3+1 Satılık Daire,Portföy No: P26362562,02-13-2025,İstanbul Anadolu / Üsküdar/ Güzeltepe Mah.,22.500.000 ₺,260,110,0,3+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P26362562
Remax Anı 'Dan Lim Suit 'De 3+1 Satılık Lüks Daire,Portföy No: P22576210,02-13-2025,İstanbul Anadolu / Üsküdar/ Güzeltepe Mah.,18.000.000 ₺,140,120,1,3+1,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P22576210
DEĞİRMEN YOLU CADDESİ 2+1  90M2 SATILIK DAİRE,Portföy No: P82625603,02-13-2025,İstanbul Anadolu / Maltepe/ Altıntepe Mah.,2.575.000 ₺,90,75,30+,2+1,Bahçe Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P82625603
KOZYATAĞI MAHALLESİ'NDE 200M2 3+1 SİTE İÇERİSİ'NDE  SATILIK DAİRE,Portföy No: P38644873,02-13-2025,İstanbul Anadolu / Kadıköy/ Kozyatağı Mah.,10.975.000 ₺,200,150,30+,3+1,9,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P38644873
ÇEKMEKÖY ÇATALMEŞE MAHALLESINDE SATILIK 4+2 ÜST DUBLEKS DAIRE,Portföy No: P74407733,02-13-2025,İstanbul Anadolu / Çekmeköy/ Çatalmeşe Mah.,6.350.000 ₺,160,130,5,4+2,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74407733
KARTAL KONAK 360 FRANSIZ TASARIMI BİNA SATILIK 3+1 DAİRELER,Portföy No: P84222772,02-13-2025,İstanbul Anadolu / Kartal/ Soğanlık Yeni Mah.,7.250.000 ₺,125,90,1,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84222772
Aşık Veysel Mah. Geniş 1+1 Daire YATIRIM FIRSATI,Portföy No: P65251027,02-13-2025,İstanbul Anadolu / Ataşehir/ Aşıkveysel Mah.,3.790.000 ₺,75,70,10-15,1+1,8,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P65251027
TUZLA ŞEHRİYAZ MANZARADA 2+1 SATILIK DAİRE,Portföy No: P64050661,02-13-2025,İstanbul Anadolu / Tuzla/ Aydıntepe Mah.,3.890 ₺,99,70,10-15,2+1,Bahçe Katı,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P64050661
OFTON ELYSIUM ES ORMAN MANZARALI 2+1 SATILIK DAIRE,Portföy No: P21746037,02-13-2025,İstanbul Anadolu / Beykoz/ Acarlar Mah.,18.000.000 ₺,153,130,6,2+1,2,Merkezi (Pay Ölçer),Hayır,https://www.remax.com.tr/portfoy/P21746037
ÜSKÜDAR SELİMİYE DE 2+1 ÖN CEPHE,Portföy No: P14512842,02-13-2025,İstanbul Anadolu / Üsküdar/ Selimiye Mah.,5.000.000 ₺,85,70,30+,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P14512842
GÖZTEPE BAĞDAT CADDESİNE 2. BİNA 3+1 SATILIK DAİRE,Portföy No: P40143000,02-13-2025,İstanbul Anadolu / Kadıköy/ Göztepe Mah.,14.500.000 ₺,100,75,7,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P40143000
