Advertisement,Advertisement No,Advertisement Date,City,District,Neighborhood,Price (try),Gross Area (m2),Net Area (m2),Building Age,Room,Floor,Heating,Furnished,Advertisement Link
FUNDA AKSOY TEK YETKİLİ ÇEKMEKÖY ÖMERLİ KASABA 4.ETAP KÖŞE ÜST KAT DAİRE,P72008875,2025-02-13,İstanbul,Çekmeköy, Ömerli,27000000,210,190,5,3+1,Tüm Katlar,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P72008875
Çengelköy 'De Yaşamın Keyfini Sürün! Sıfır Ara Kat 3+1 Satılık Daire,P40862766,2025-02-13,İstanbul,Üsküdar, Küçüksu,14300000,104,94,1,3+1,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P40862766
FUNDA AKSOY TEK YETKİLİ ÇEKMEKÖY ÖMERLİ KASABA 4.ETAP KÖŞE ÜST DAİRE,P77662151,2025-02-13,İstanbul,Çekmeköy, Ömerli,20000000,250,200,4,3+1,Tüm Katlar,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P77662151
"ÇENGELKÖY HASBAHÇE 'DE HAVUZLU VE SPOR SALONLU 3,5+1 SATILIK DAİRE",P31386004,2025-02-13,İstanbul,Üsküdar, Küçüksu,14000000,140,110,1,3.5+1,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P31386004
FENERYOLU'NDA MERKEZİ KONUMDA 3+1 BALKONLU DAİRE,P17116705,2025-02-13,İstanbul,Kadıköy, Feneryolu,7450000,120,110,30+,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P17116705
Ümraniye Merkez Okyanus Sitesinde 7&24 Güv.Kap.Otoparklı Satılık,P45278432,2025-02-13,İstanbul,Ümraniye, İstiklal,5350000,80,60,4,1+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P45278432
SANCAKTEPE VEYSEL KARANI MAH. DE SATILIK 2+1 TERASLI ÜST DUBLEKS DAIRE,P45028312,2025-02-13,İstanbul,Sancaktepe, Veysel Karani,2600000,100,85,9,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P45028312
KADIIKÖY ÇEMENZAR'DA  3+1 CADDE ÜZERİNDE KEYIFLI  SIFIR SATILIK DAİRE,P26730427,2025-02-13,İstanbul,Kadıköy, Merdivenköy,15800000,110,100,0,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P26730427
ADNAN KAHVECİ METRO DURAĞINDA SATILIK YENİ 2+1,P64725876,2025-02-13,İstanbul,Kartal, Hürriyet,5200000,63,55,0,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P64725876
RE/MAX PROF EREN YILDIRIM MECLİS MAH. SATILIK 2+1 ÜST DUBLEKS,P16731244,2025-02-13,İstanbul,Sancaktepe, Meclis,4350000,125,110,10-15,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P16731244
"Kadıköy, Suadiye, Bağdat Caddesi, Metro, Marmaray  1+1 5. Kat",P61665335,2025-02-13,İstanbul,Kadıköy, Suadiye,9600000,50,38,1,1+1,5,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P61665335
"Kadıköy, Suadiye, Feride Geçidi, Marmaray, Metro Balkonlu 1+1",P56582087,2025-02-13,İstanbul,Kadıköy, Suadiye,10400000,74,43,1,1+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56582087
"Kadıköy, Suadiye, Feride Geçidi, Marmaray, Metro Balkonlu 1+1",P56835706,2025-02-13,İstanbul,Kadıköy, Suadiye,9990000,74,43,1,1+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P56835706
KAYNARCADA KAPANMAZ DENİZ MANZARALI TADİLATLI SATILIK 3+1 DAİRE,P84251631,2025-02-13,İstanbul,Pendik, Kaynarca,5750000,125,105,30+,3+1,7,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84251631
TAVUKÇUYOLU CAD. 50 METRE MESAFEDE SATILIK *İSKANLI* 2+1 DAIRE,P58715755,2025-02-13,İstanbul,Ümraniye, Yukarı Dudullu,2990000,100,85,21-25,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P58715755
"Kadıköy, Suadiye, Feride Geçidi, Marmaray, Metro Balkonlu 1+1",P06008010,2025-02-13,İstanbul,Kadıköy, Suadiye,9915000,74,43,1,1+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P06008010
"Kadıköy, Suadiye, Feride Geçidi, Marmaray, Metro Balkonlu 1+1",P66610615,2025-02-13,İstanbul,Kadıköy, Suadiye,9890000,74,43,1,1+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P66610615
YAMANEVLER KÜÇÜKSU CAD. ÜZERI 90 M2 / 2+1 SATILIK ARA KAT DAIRE,P50352502,2025-02-13,İstanbul,Ümraniye, Yamanevler,4250000,90,75,30+,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50352502
"KADIKÖY, SUADIYE, BAĞDAT CADDESI, METRO, MARMARAY  1+1 7. KAT",P03223803,2025-02-13,İstanbul,Kadıköy, Suadiye,9700000,50,38,1,1+1,7,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P03223803
"KADIKÖY, SUADIYE, BAĞDAT CADDESI, METRO, MARMARAY  1+1 1. KAT KÖŞE ÜÇ CEPHELI GENIŞ DAIRE",P00283545,2025-02-13,İstanbul,Kadıköy, Suadiye,9500000,58,43,1,1+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P00283545
"KADIKÖY, SUADIYE, BAĞDAT CADDESI, METRO, MARMARAY  1+1 6. KAT",P87231875,2025-02-13,İstanbul,Kadıköy, Suadiye,9650000,50,38,1,1+1,6,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P87231875
"KADIKÖY, SUADIYE, BAĞDAT CADDESI, METRO, MARMARAY  1+1 6. KAT",P41366430,2025-02-13,İstanbul,Kadıköy, Suadiye,9650000,50,38,1,1+1,6,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P41366430
"KADIKÖY, SUADIYE, BAĞDAT CADDESI, METRO, MARMARAY  1+1 4. KAT",P38383025,2025-02-13,İstanbul,Kadıköy, Suadiye,9550000,50,38,1,1+1,4,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P38383025
"YETKİLİ GÖZTEPE'DE MANZARALI, 3YAŞ, BALKONLU, 110M2 NET",P82472367,2025-02-13,İstanbul,Kadıköy, Göztepe,16000000,150,110,3,3+1,11,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P82472367
"KADIKÖY, SUADIYE, BAĞDAT CADDESI, METRO, MARMARAY  1+1 4. KAT",P73635083,2025-02-13,İstanbul,Kadıköy, Suadiye,9550000,50,38,1,1+1,4,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P73635083
"KADIKÖY, SUADIYE, BAĞDAT CADDESI, METRO, MARMARAY  1+1 2. KAT",P70776182,2025-02-13,İstanbul,Kadıköy, Suadiye,9500000,50,38,1,1+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P70776182
TANTAVI MILLET SIT. SIFIR GENIŞ TERASLI SAT.3+2 EMSALSIZ DUBLEKS,P78670437,2025-02-13,İstanbul,Ümraniye, Tantavi,13250000,180,140,3,3+2,14,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P78670437
ÇAMLICA FERAH MAH.YENİ BİNADA SATILIK 3+1 DAİRE,P70146826,2025-02-13,İstanbul,Üsküdar, Ferah,9650000,130,95,3,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P70146826
ÜMRANIYE ATAKENT CADDE ÜSTÜ SITE İÇI YATIRIMLIK BOŞ SATILIK 3+1,P87617844,2025-02-13,İstanbul,Ümraniye, İstiklal,4700000,100,90,26-30,3+1,13,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P87617844
"ASHILL'DEN METROYA YÜRÜME, YENI BINA, ARA KAT, KAPALI OTOPARKLI",P43556242,2025-02-13,İstanbul,Üsküdar, Kısıklı,7750000,105,90,7,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43556242
EVLİYA ÇELEBİ MAHALLESİNDE MERKEZİ KONUMDA LÜKS YAŞAM!,P18473071,2025-02-13,İstanbul,Tuzla, Evliya Çelebi,7550000,93,80,1,3+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P18473071
PERLA 34'DE SATILIK ÇATI KATI DUBLEKS 3+1 DAİRE,P78632161,2025-02-13,İstanbul,Pendik, Kavakpınar,11250000,190,145,1,3+1,12,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P78632161
2+1 DAIRE - TUZLA İSTASYON MAHALLESI,P18703771,2025-02-13,İstanbul,Tuzla, İstasyon,4200000,88,68,1,2+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P18703771
KARTAL YAKACIKTA DENIZ MANZARALI 3+1 KAÇIRILMAYACAK FIRSAT!,P67133706,2025-02-13,İstanbul,Kartal, Yakacık Çarşı,2900000,110,100,26-30,3+1,3. Bodrum,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P67133706
ESENKENT WELL CITY SİTESİNDE EBEVEYN BANYOLU NET 90M2 SATILIK 2+1 DAİRE,P45015157,2025-02-13,İstanbul,Maltepe, Esenkent,9375000,152,90,1,2+1,6,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P45015157
WELL CITY ESENKENT PROJESİ 152M2 SATILIK 2+1 DAİRE,P63551111,2025-02-13,İstanbul,Maltepe, Esenkent,9500000,152,90,1,2+1,6,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P63551111
MALTEPE MERKEZ'E YÜRÜME MESAFESİNDE 3+1 SATILIK DAİRE,P30232536,2025-02-13,İstanbul,Maltepe, Altayçeşme,7200000,150,140,21-25,3.5+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30232536
"ÖRNEK MAH.,ATAŞEHİR ASFOR EVLERİ,EBEVEYN BANYOLU,KAPALI OTOPARKLI,SİTE İÇİ,3+1 SATILIK DAİRE",P20384083,2025-02-13,İstanbul,Ataşehir, Örnek,7250000,105,93,10-15,3+1,2,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P20384083
TUZLA AYDINLI MAHALLESİ 2+1 SATILIK DAİRE,P43432476,2025-02-13,İstanbul,Tuzla, Aydınlı,3325000,90,75,5,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P43432476
ÜNALAN'DA MUHTEŞEM KONUMDA SATILIK DAİREMİZ,P10400414,2025-02-13,İstanbul,Üsküdar, Ünalan,4150000,75,65,4,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10400414
GÖZTEPE'DE AKIŞ SOKAK'TA 3 YILLIK BİNADA BALKONLU 3+1 DAİRE,P10432336,2025-02-13,İstanbul,Kadıköy, Göztepe,17250000,110,90,6,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P10432336
MANZARA ADALAR SATILIK 3+1 DENİZ VE PEYZAJ MANZARALI AYŞEGÜL EKŞİOĞLU REMAX YILDIZ,P41424338,2025-02-13,İstanbul,Kartal, Karlıktepe,11000000,158,118,7,3+1,23,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P41424338
MÜKEMMEL KONUMDA SAHİLE 5 DK TERASLI SATILIK 3+2 DUBLEKS DAİRE,P06825654,2025-02-13,İstanbul,Kartal, Petrol iş,10250000,200,160,1,3+2,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P06825654
MÜKEMMEL KONUMDA 82 M2 ARSA PAYLI 130 M2 NET SATILIK 3+1 DAİRE,P57560085,2025-02-13,İstanbul,Kartal, Petrol iş,5700000,150,139,16-20,3+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P57560085
GÖZTEPE'DE BAĞDAT CAD. YAKIN SATILIK BOŞ 3+1 DAIRE,P85713326,2025-02-13,İstanbul,Kadıköy, Göztepe,14750000,115,85,8,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P85713326
ATAŞEHİR ULTRA LÜKS OTEL KONSEPTİNDE  4+1 SATILIK 188 M2 DAİRE,P02765601,2025-02-13,İstanbul,Ataşehir, Yenişehir,19000000,188,149,10-15,4+1,8,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P02765601
ROSA MALTEPE REZIDANSTA BALKONLU ŞEHIR MANZARALI GENIŞ 2+1,P41472336,2025-02-13,İstanbul,Maltepe, Altayçeşme,9750000,90,80,4,2+1,12,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P41472336
SUADİYE MARMARAYA VE CADDEYE ÇOK YAKIN KISMİ DENİZ MANZARALI SATILIK ARAKAT DAİRE,P68087106,2025-02-13,İstanbul,Kadıköy, Suadiye,17000000,135,95,1,3+1,6,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P68087106
KARTAL HÜRRİYET MAHALLESİNDE SATILIK 2+1 DAİRE,P27281014,2025-02-13,İstanbul,Kartal, Hürriyet,4250000,90,78,10-15,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P27281014
GÖZTEPE'DE BAKIMLI 3+1 BOŞ DAIRE,P50182204,2025-02-13,İstanbul,Kadıköy, Merdivenköy,10300000,160,130,30+,3+1,1,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P50182204
PENDİK GÖZDAĞI SOSYAL TESİSLERİNİN YANI AZ KATLI 2+1 SATILIK,P38333661,2025-02-13,İstanbul,Pendik, Dumlupınar,2200000,90,73,10-15,2+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P38333661
ATAŞEHİR BRANDİUM REZİDANS'DA 1+0 SATILIK DAİRE,P13876006,2025-02-13,İstanbul,Ataşehir, Küçükbakkalköy,4500000,48,30,7,1+0,13,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P13876006
ÜSKÜDAR FERAH MAH GÜVENLIKLI SITEDE SATILIK 3+1 DAIRE,P50166766,2025-02-13,İstanbul,Üsküdar, Ferah,6800000,125,106,26-30,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50166766
ÇEKMEKÖYDE MÜKEMMEL KONUMDA ÇOK TEMİZ 2+1 DAİRE,P13684225,2025-02-13,İstanbul,Çekmeköy, Cumhuriyet,2790000,125,90,9,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13684225
BULGURLUDA NEZİH SİTE 3+1 İÇİ YATIRIMLIK DAİRE,P68486512,2025-02-13,İstanbul,Üsküdar, Bulgurlu,6500000,130,125,30+,3+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P68486512
ÇENGELKÖY ERGUVAN SİTESİNİN EN ŞEREFİYELİ KÖŞE DAİRESİ,P07803106,2025-02-13,İstanbul,Üsküdar, Çengelköy,34900000,244,217,4,5+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P07803106
ACIBADEM BAOF 3+1 LUKS SIFIR ARA KAT SATILIK DAİRE AKASYA AVM E5 YAKINI,P02482656,2025-02-13,İstanbul,Üsküdar, Acıbadem,14650000,110,90,1,3+1,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P02482656
YERDEN ISITMALI AZ KATLI 2+1,P77726532,2025-02-13,İstanbul,Kadıköy, Feneryolu,9650000,73,52,1,2+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P77726532
KALAMIŞ SAHİLDE NEZİH SOKAKTA YÜKSEK ARSA PAYLI SATILIK BOŞ DAİRE,P11148863,2025-02-13,İstanbul,Kadıköy, Zühtüpaşa,11900000,155,125,30+,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P11148863
SANCAKTEPE SAFA MAH SATILIK 3+1 DUBLEKS,P08642444,2025-02-13,İstanbul,Sancaktepe, Safa,5500000,130,110,7,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08642444
REMAX PROF SANCAKTEPE SİNPAŞ AQUA CITY 2010 SATILIK ŞEREFİYELİ HAVUZ CEPHELİ 3+1 DAİRE,P12378746,2025-02-13,İstanbul,Sancaktepe, Emek,12000000,148,115,10-15,2+1,6,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P12378746
MİRA BEŞYILDIZ'DA BAHÇE KATI BOŞ 2+1 GENİŞ DAİRE,P60575403,2025-02-13,İstanbul,Pendik, Harmandere,7400000,125,89,10-15,2+1,Bahçe Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P60575403
AYDIN EVLER MEVKİ E5 HİLLTOWN AVM YÜRÜME MESAFESİ 3+2 DAİRE,P65751721,2025-02-13,İstanbul,Maltepe, Başıbüyük,7700000,200,165,7,3+2,Çatı Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P65751721
TİBAŞ PARK SİTESİ'NDE GENİŞ KULLANIMA SAHİP FERAH DUBLEKS DAİRE,P13186477,2025-02-13,İstanbul,Üsküdar, Bulgurlu,36000000,180,150,30+,4+2,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P13186477
AYTEN KURTULAN 'DAN CADDEYE PARALEL 2+1 90 M2 BOŞ SATILIK DAİRE,P80881188,2025-02-13,İstanbul,Ümraniye, Aşağı Dudullu,2750000,100,90,21-25,2+1,3,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P80881188
ÜMRANIYE YAMANEVLERDE 3+1 SATILIK DAIRE,P35067810,2025-02-13,İstanbul,Ümraniye, Yamanevler,5690000,140,120,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P35067810
BOSTANCI'DA MÜKEMMEL KONUMDA METROYA YAKIN 3+1 SATILIK DAIRE,P48523587,2025-02-13,İstanbul,Kadıköy, Bostancı,12850000,110,97,0,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P48523587
SULTANBEYLİ ORHANGAZİ'DE SATILIK 2+1 KAT MÜLKİYETLİ TERS DUBLEKS,P08604073,2025-02-13,İstanbul,Sultanbeyli, Orhangazi,2475000,87,69,3,2+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P08604073
NUHKUYUSU CADDESİ'NDE ÇAMLICA VE BOĞAZ HATTI MANZARALI 3+1 105M2 SATILIK DAİRE,P84277578,2025-02-13,İstanbul,Üsküdar, Valide İ Atik,10000000,135,105,26-30,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P84277578
TUZLA AYDINLI'DA YENI BINADA ARA KAT KEYIFLI 3+1 3 CEPHE SATILIK DAIRE,P33453176,2025-02-13,İstanbul,Tuzla, Aydınlı,4250000,110,90,4,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33453176
ÖZGÜR HANGÜL'DEN - NARCİTY - G ETAP FULL EŞYALI / GÜNEY CEPHE,P20028600,2025-02-13,İstanbul,Maltepe, Başıbüyük,6450000,85,62,10-15,1+1,3,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P20028600
ÖZGÜR HANGÜL'DEN - NARCİTY - OTURUMA HAZIR DOĞA MANZ. İÇİ YAPILI,P17026511,2025-02-13,İstanbul,Maltepe, Başıbüyük,14400000,155,135,10-15,3+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P17026511
ÖZGÜR HANGÜL'DEN - TABLO ADALAR - SIFIR KÖŞE 1+1 BALKONLU TİP,P44310233,2025-02-13,İstanbul,Maltepe, Zümrütevler,6200000,84,61,1,1+1,5,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P44310233
ÖZGÜR HANGÜL'DEN - NİSH ADALAR - 21. BLOK FULL DENİZ CEPHE,P47303543,2025-02-13,İstanbul,Maltepe, Zümrütevler,15400000,196,147,10-15,3+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P47303543
"KATTA TEK 4,5+1  SUADİYE SAHİL BANDINDA DENİZ MANZARALI SATILIK DAİRE",P34247782,2025-02-13,İstanbul,Kadıköy, Suadiye,51000000,221,148,7,4.5+1,9,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P34247782
"Suadiye’nin en prestijli noktası plaj yolu sokakta deniz manzaralı 4,5+1",P76748285,2025-02-13,İstanbul,Kadıköy, Suadiye,53000000,225,148,6,4.5+1,10,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P76748285
ÖZGÜR HANGÜL' DEN - MARMAROOM- OTURUMA HAZIR FIRSAT DAİRE '' BOŞ,P88521645,2025-02-13,İstanbul,Maltepe, Zümrütevler,8250000,165,130,10-15,3+1,1,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P88521645
METYOYA YÜRÜME MESAFESİNDE SATILIK 2+1 DAİRE,P30456330,2025-02-13,İstanbul,Ümraniye, Namık Kemal,4600000,90,75,10-15,2+1,1,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P30456330
"MALTEPE FINDIKLI MAH. BOŞ, KAPALI OTOPARK, ASANSÖRLÜ KÖŞE 2+1",P50748086,2025-02-13,İstanbul,Maltepe, Fındıklı,4400000,90,80,10-15,2+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P50748086
YENİŞEHİR MAHALLESİ SİLTAŞ FLORA PARK SİTESİ 3+1  SATILIK DAİRE...,P80770031,2025-02-13,İstanbul,Pendik, Yenişehir,10100000,150,115,7,3+1,9,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P80770031
TUZLA AMBİYANS SİTESİNDE EŞYALI SATILIK 1+1 DAİRE,P21868123,2025-02-13,İstanbul,Tuzla, Yayla,4300000,90,55,,1+1,1,Merkezi,Evet,https://www.remax.com.tr/portfoy/P21868123
"SUADİYE IŞIKLARA 5 DK YÜRÜYÜŞ, SAHİLE 2. BİNA, MÜTAAHİTE GİTMEK ÜZERE...GERÇEK YATIRIMLIK!",P10422201,2025-02-13,İstanbul,Kadıköy, Bostancı,15750000,100,85,30+,3+1,Bahçe Katı,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P10422201
ÜMRANIYE ESENEVLER MAH. 2+1 SATILIK DAIRE,P22780026,2025-02-13,İstanbul,Ümraniye, Esenevler,4650000,80,55,8,2+1,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P22780026
PENDİK BURNUNDA SATILIK 3+1,P33558788,2025-02-13,İstanbul,Pendik, Batı,4850000,130,110,10-15,3+1,Giriş Katı,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33558788
ÇENGELKÖY'DE A KALİTE 3+1 MERKEZİ KONUMDA SATILIK 125 m² DAİRE,P87056585,2025-02-13,İstanbul,Üsküdar, Bahçelievler,10000000,125,102,0,3+1,2,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P87056585
PENDİK ÇAMÇEŞME MH. SIFIR BİNA 2+1 SATILIK DAİRE,P42182183,2025-02-13,İstanbul,Pendik, Çamçeşme,4400000,90,80,1,2+1,10,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P42182183
MALTEPE SİMGE SİTESİ 'NDE 1 HAFTADA TESLİM SATILIK 3+1,P33175554,2025-02-13,İstanbul,Maltepe, Zümrütevler,5900000,150,135,21-25,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P33175554
KIZILTOPRAK BAĞDAT CADDESİ ÜZERİNDE YATIRIMLIK 3+1 SATILIK DAİRE,P20734211,2025-02-13,İstanbul,Kadıköy, Zühtüpaşa,8250000,175,140,30+,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P20734211
"Kısıklı'nın Kalbinde, İçi Full Yapılı, 4+2 lüks Dubleks",P47360238,2025-02-13,İstanbul,Üsküdar, Kısıklı,16000000,180,152,10-15,4+2,2,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P47360238
MALTEPE SİMGE SİTESİ 'NDE İÇİ YAPILI MANZARALI SATILIK 3+1,P41660516,2025-02-13,İstanbul,Maltepe, Zümrütevler,6500000,150,135,21-25,3+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P41660516
AsHill'den Çengelköy'de Sıfır Lüks 4+2 Daire,P71730852,2025-02-13,İstanbul,Üsküdar, Güzeltepe,18900000,250,225,1,4+2,4,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P71730852
CİHAN ALBAYRAK'TAN NISH ADALAR 'DA MİGROS JET YANI SATILIK 3+1A,P03563408,2025-02-13,İstanbul,Maltepe, Zümrütevler,15900000,196,146,10-15,3+1,7,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P03563408
REMAX ANI 'DAN DOKTORLAR SİTESİ 'NDE 3+1 SATILIK DAİRE,P42015057,2025-02-13,İstanbul,Üsküdar, Bahçelievler,8750000,105,85,21-25,3+1,1,Doğalgaz (Kombi),Evet,https://www.remax.com.tr/portfoy/P42015057
CİHAN ALBAYRAK'TAN MARMAROOM SİTESİNDE FULL YAPILI SATILIK 2+1,P20658743,2025-02-13,İstanbul,Maltepe, Zümrütevler,7200000,124,98,7,2+1,3,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P20658743
PENDİK VELİBABA HEKLER EKŞİOĞLU SİTESİ 3+1 SATILIK ARAKAT DAİRE,P85438774,2025-02-13,İstanbul,Pendik, Velibaba,5375000,130,110,7,3+1,8,Merkezi,Hayır,https://www.remax.com.tr/portfoy/P85438774
TUZLA SAHİL'DE DENİZ MANZARALI 2+1 SATILIK DAİRE,P15860467,2025-02-13,İstanbul,Tuzla, Postane,9750000,100,80,1,2+1,3,Yerden Isıtma,Hayır,https://www.remax.com.tr/portfoy/P15860467
İSTANBUL ÇEKMEKÖY MERKEZİ YERDE DOĞALGAZLI 3+1 SATILIK DAİRE,P74275317,2025-02-13,İstanbul,Çekmeköy, Sultançiftliği,2870000,150,130,16-20,3+1,Yüksek Giriş,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74275317
"DUDULLU HUZUR METRO İSTASYONUNUN DIBINDE MERKEZI KONUMDA FERAH 2+1 SATILIK DAIRE,",P74773305,2025-02-13,İstanbul,Ümraniye, Aşağı Dudullu,5600000,81,65,0,2+1,5,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P74773305
PENDİK KURTKÖY ÇAMLIK TA SATILIK FİYAT AVANTAJLI  İSKANLI ARAKAT DAİRE,P20332328,2025-02-13,İstanbul,Pendik, Çamlık,5175000,110,82,10-15,2+1,1,Merkezi,Evet,https://www.remax.com.tr/portfoy/P20332328
PENDİK VELIBABA HERYERE YAKIN SATILIK YATIRIM DEĞERİ YÜKSEK SİTE DAİRESİ,P03104654,2025-02-13,İstanbul,Pendik, Velibaba,3025000,67,48,10-15,1+1,10,Merkezi,Evet,https://www.remax.com.tr/portfoy/P03104654
PENDİK KURTKÖY MERKEZ OPTİMUMPARK SİT SATILIK 3+1 ARAKAT DAİRE,P31521854,2025-02-13,İstanbul,Pendik, Kurtköy,5225000,120,105,10-15,3+1,4,Doğalgaz (Kombi),Hayır,https://www.remax.com.tr/portfoy/P31521854
